"","ID","fileID","condition","speakerID","Target","Response","autoscore","Response.R","autoscore.R"
"3626","L19","CC_word_ConvNoMask_tip","ConvNoMask","CC","tip","tip",1,"",NA
"3627","L19","CC_word_ConvNoMask_tot","ConvNoMask","CC","tot","taught",1,"",NA
"3628","L19","CC_word_ConvNoMask_vat","ConvNoMask","CC","vat","fat",0,"",NA
"3629","L19","RL_word_ClearMask_back","ClearMask","RL","back","x",0,"",NA
"3630","L19","RL_word_ClearMask_bag","ClearMask","RL","bag","bag",1,"",NA
"3631","L19","RL_word_ClearMask_bat","ClearMask","RL","bat","bat",1,"",NA
"3632","L19","RL_word_ClearMask_beat","ClearMask","RL","beat","beat",1,"",NA
"3633","L19","RL_word_ClearMask_book","ClearMask","RL","book","book",1,"",NA
"3634","L19","RL_word_ClearMask_boot","ClearMask","RL","boot","boot",1,"",NA
"3635","L19","RL_word_ClearMask_cab","ClearMask","RL","cab","cab",1,"",NA
"3636","L19","RL_word_ClearMask_can","ClearMask","RL","can","can",1,"",NA
"3637","L19","RL_word_ClearMask_cap","ClearMask","RL","cap","cap",1,"",NA
"3638","L19","RL_word_ClearMask_chai","ClearMask","RL","chai","shy",0,"",NA
"3639","L19","RL_word_ClearMask_cheap","ClearMask","RL","cheap","cheat",0,"",NA
"3640","L19","RL_word_ClearMask_chip","ClearMask","RL","chip","tip",0,"",NA
"3641","L19","RL_word_ClearMask_dot","ClearMask","RL","dot","dot",1,"",NA
"3642","L19","RL_word_ClearMask_eat","ClearMask","RL","eat","eat",1,"",NA
"3643","L19","RL_word_ClearMask_fat","ClearMask","RL","fat","fat",1,"",NA
"3644","L19","RL_word_ClearMask_feet","ClearMask","RL","feet","feet",1,"",NA
"3645","L19","RL_word_ClearMask_fit","ClearMask","RL","fit","fit",1,"",NA
"3646","L19","RL_word_ClearMask_gap","ClearMask","RL","gap","gap",1,"",NA
"3647","L19","RL_word_ClearMask_heat","ClearMask","RL","heat","eat",0,"",NA
"3648","L19","RL_word_ClearMask_hit","ClearMask","RL","hit","hit",1,"",NA
"3649","L19","RL_word_ClearMask_hot","ClearMask","RL","hot","hot",1,"",NA
"3650","L19","RL_word_ClearMask_it","ClearMask","RL","it","it",1,"",NA
"3651","L19","RL_word_ClearMask_keen","ClearMask","RL","keen","keen",1,"",NA
"3652","L19","RL_word_ClearMask_knot","ClearMask","RL","knot","not",1,"",NA
"3653","L19","RL_word_ClearMask_mad","ClearMask","RL","mad","mad",1,"",NA
"3654","L19","RL_word_ClearMask_neat","ClearMask","RL","neat","meet",0,"",NA
"3655","L19","RL_word_ClearMask_pad","ClearMask","RL","pad","pad",1,"",NA
"3656","L19","RL_word_ClearMask_pat","ClearMask","RL","pat","pat",1,"",NA
"3657","L19","RL_word_ClearMask_sheep","ClearMask","RL","sheep","sheep",1,"",NA
"3658","L19","RL_word_ClearMask_ship","ClearMask","RL","ship","chip",0,"",NA
"3659","L19","RL_word_ClearMask_shy","ClearMask","RL","shy","shy",1,"",NA
"3660","L19","RL_word_ClearMask_sigh","ClearMask","RL","sigh","sigh",1,"",NA
"3661","L19","RL_word_ClearMask_sip","ClearMask","RL","sip","sip",1,"",NA
"3662","L19","RL_word_ClearMask_tan","ClearMask","RL","tan","tan",1,"",NA
"3663","L19","RL_word_ClearMask_teen","ClearMask","RL","teen","teen",1,"",NA
"3664","L19","RL_word_ClearMask_ten","ClearMask","RL","ten","ten",1,"",NA
"3665","L19","RL_word_ClearMask_tip","ClearMask","RL","tip","tip",1,"",NA
"3666","L19","RL_word_ClearMask_tot","ClearMask","RL","tot","taught",1,"",NA
"3667","L19","RL_word_ClearMask_vat","ClearMask","RL","vat","fat",0,"",NA
"3668","L19","RL_word_ConvMask_back","ConvMask","RL","back","back",1,"",NA
"3669","L19","RL_word_ConvMask_bag","ConvMask","RL","bag","bag",1,"",NA
"3670","L19","RL_word_ConvMask_bat","ConvMask","RL","bat","that",0,"",NA
"3671","L19","RL_word_ConvMask_beat","ConvMask","RL","beat","beat",1,"",NA
"3672","L19","RL_word_ConvMask_book","ConvMask","RL","book","book",1,"",NA
"3673","L19","RL_word_ConvMask_boot","ConvMask","RL","boot","eat",0,"",NA
"3674","L19","RL_word_ConvMask_cab","ConvMask","RL","cab","cab",1,"",NA
"3675","L19","RL_word_ConvMask_can","ConvMask","RL","can","can",1,"",NA
"3676","L19","RL_word_ConvMask_cap","ConvMask","RL","cap","cap",1,"",NA
"3677","L19","RL_word_ConvMask_chai","ConvMask","RL","chai","chai",1,"",NA
"3678","L19","RL_word_ConvMask_cheap","ConvMask","RL","cheap","teeth",0,"",NA
"3679","L19","RL_word_ConvMask_chip","ConvMask","RL","chip","chip",1,"",NA
"3680","L19","RL_word_ConvMask_dot","ConvMask","RL","dot","dot",1,"",NA
"3681","L19","RL_word_ConvMask_eat","ConvMask","RL","eat","feet",0,"",NA
"3682","L19","RL_word_ConvMask_fat","ConvMask","RL","fat","that",0,"",NA
"3683","L19","RL_word_ConvMask_feet","ConvMask","RL","feet","feet",1,"",NA
"3684","L19","RL_word_ConvMask_fit","ConvMask","RL","fit","fit",1,"",NA
"3685","L19","RL_word_ConvMask_gap","ConvMask","RL","gap","gap",1,"",NA
"3686","L19","RL_word_ConvMask_heat","ConvMask","RL","heat","eat",0,"beat",0
"3687","L19","RL_word_ConvMask_hit","ConvMask","RL","hit","kit",0,"",NA
"3688","L19","RL_word_ConvMask_hot","ConvMask","RL","hot","hot",1,"",NA
"3689","L19","RL_word_ConvMask_it","ConvMask","RL","it","it",1,"",NA
"3690","L19","RL_word_ConvMask_keen","ConvMask","RL","keen","keen",1,"",NA
"3691","L19","RL_word_ConvMask_knot","ConvMask","RL","knot","not",1,"",NA
"3692","L19","RL_word_ConvMask_mad","ConvMask","RL","mad","mad",1,"",NA
"3693","L19","RL_word_ConvMask_neat","ConvMask","RL","neat","meat",0,"",NA
"3694","L19","RL_word_ConvMask_pad","ConvMask","RL","pad","pad",1,"",NA
"3695","L19","RL_word_ConvMask_pat","ConvMask","RL","pat","pat",1,"",NA
"3696","L19","RL_word_ConvMask_sheep","ConvMask","RL","sheep","sheep",1,"",NA
"3697","L19","RL_word_ConvMask_ship","ConvMask","RL","ship","ship",1,"",NA
"3698","L19","RL_word_ConvMask_shy","ConvMask","RL","shy","shy",1,"",NA
"3699","L19","RL_word_ConvMask_sigh","ConvMask","RL","sigh","sigh",1,"",NA
"3700","L19","RL_word_ConvMask_sip","ConvMask","RL","sip","sip",1,"",NA
"3701","L19","RL_word_ConvMask_tan","ConvMask","RL","tan","tan",1,"",NA
"3702","L19","RL_word_ConvMask_teen","ConvMask","RL","teen","teen",1,"",NA
"3703","L19","RL_word_ConvMask_ten","ConvMask","RL","ten","ten",1,"",NA
"3704","L19","RL_word_ConvMask_tip","ConvMask","RL","tip","tip",1,"",NA
"3705","L19","RL_word_ConvMask_tot","ConvMask","RL","tot","taught",1,"",NA
"3706","L19","RL_word_ConvMask_vat","ConvMask","RL","vat","that",0,"",NA
"3707","L19","RL_word_ConvNoMask_back","ConvNoMask","RL","back","back",1,"",NA
"3708","L19","RL_word_ConvNoMask_bag","ConvNoMask","RL","bag","bag",1,"",NA
"3709","L19","RL_word_ConvNoMask_bat","ConvNoMask","RL","bat","bat",1,"",NA
"3710","L19","RL_word_ConvNoMask_beat","ConvNoMask","RL","beat","beat",1,"",NA
"3711","L19","RL_word_ConvNoMask_book","ConvNoMask","RL","book","book",1,"",NA
"3712","L19","RL_word_ConvNoMask_boot","ConvNoMask","RL","boot","greet",0,"",NA
"3713","L19","RL_word_ConvNoMask_cab","ConvNoMask","RL","cab","cab",1,"",NA
"3714","L19","RL_word_ConvNoMask_can","ConvNoMask","RL","can","can",1,"",NA
"3715","L19","RL_word_ConvNoMask_cap","ConvNoMask","RL","cap","cab",0,"",NA
"3716","L19","RL_word_ConvNoMask_chai","ConvNoMask","RL","chai","chai",1,"",NA
"3717","L19","RL_word_ConvNoMask_cheap","ConvNoMask","RL","cheap","cheat",0,"",NA
"3718","L19","RL_word_ConvNoMask_chip","ConvNoMask","RL","chip","chip",1,"",NA
"3719","L19","RL_word_ConvNoMask_dot","ConvNoMask","RL","dot","dye",0,"",NA
"3720","L19","RL_word_ConvNoMask_eat","ConvNoMask","RL","eat","eat",1,"",NA
"3721","L19","RL_word_ConvNoMask_fat","ConvNoMask","RL","fat","that",0,"",NA
"3722","L19","RL_word_ConvNoMask_feet","ConvNoMask","RL","feet","beat",0,"",NA
"3723","L19","RL_word_ConvNoMask_fit","ConvNoMask","RL","fit","bit",0,"",NA
"3724","L19","RL_word_ConvNoMask_gap","ConvNoMask","RL","gap","gap",1,"",NA
"3725","L19","RL_word_ConvNoMask_heat","ConvNoMask","RL","heat","peat",0,"",NA
"3726","L19","RL_word_ConvNoMask_hit","ConvNoMask","RL","hit","pit",0,"",NA
"3727","L19","RL_word_ConvNoMask_hot","ConvNoMask","RL","hot","taught",0,"",NA
"3728","L19","RL_word_ConvNoMask_it","ConvNoMask","RL","it","it",1,"",NA
"3729","L19","RL_word_ConvNoMask_keen","ConvNoMask","RL","keen","keen",1,"",NA
"3730","L19","RL_word_ConvNoMask_knot","ConvNoMask","RL","knot","not",1,"",NA
"3731","L19","RL_word_ConvNoMask_mad","ConvNoMask","RL","mad","mad",1,"",NA
"3732","L19","RL_word_ConvNoMask_neat","ConvNoMask","RL","neat","feet",0,"",NA
"3733","L19","RL_word_ConvNoMask_pad","ConvNoMask","RL","pad","pad",1,"",NA
"3734","L19","RL_word_ConvNoMask_pat","ConvNoMask","RL","pat","pat",1,"",NA
"3735","L19","RL_word_ConvNoMask_sheep","ConvNoMask","RL","sheep","sheep",1,"",NA
"3736","L19","RL_word_ConvNoMask_ship","ConvNoMask","RL","ship","ship",1,"",NA
"3737","L19","RL_word_ConvNoMask_shy","ConvNoMask","RL","shy","shy",1,"",NA
"3738","L19","RL_word_ConvNoMask_sigh","ConvNoMask","RL","sigh","sigh",1,"",NA
"3739","L19","RL_word_ConvNoMask_sip","ConvNoMask","RL","sip","sip",1,"",NA
"3740","L19","RL_word_ConvNoMask_tan","ConvNoMask","RL","tan","tan",1,"",NA
"3741","L19","RL_word_ConvNoMask_teen","ConvNoMask","RL","teen","team",0,"",NA
"3742","L19","RL_word_ConvNoMask_ten","ConvNoMask","RL","ten","ten",1,"",NA
"3743","L19","RL_word_ConvNoMask_tip","ConvNoMask","RL","tip","tip",1,"",NA
"3744","L19","RL_word_ConvNoMask_tot","ConvNoMask","RL","tot","taught",1,"",NA
"3745","L19","RL_word_ConvNoMask_vat","ConvNoMask","RL","vat","that",0,"",NA
"3746","L19","TC_word_ClearMask_back","ClearMask","TC","back","spat",0,"",NA
"3747","L19","TC_word_ClearMask_bag","ClearMask","TC","bag","bag",1,"",NA
"3748","L19","TC_word_ClearMask_bat","ClearMask","TC","bat","bat",1,"",NA
"3749","L19","TC_word_ClearMask_beat","ClearMask","TC","beat","beat",1,"",NA
"3750","L19","TC_word_ClearMask_book","ClearMask","TC","book","book",1,"",NA
"3751","L19","TC_word_ClearMask_boot","ClearMask","TC","boot","boot",1,"",NA
"3752","L19","TC_word_ClearMask_cab","ClearMask","TC","cab","cab",1,"",NA
"3753","L19","TC_word_ClearMask_can","ClearMask","TC","can","can",1,"",NA
"3754","L19","TC_word_ClearMask_cap","ClearMask","TC","cap","cap",1,"",NA
"3755","L19","TC_word_ClearMask_chai","ClearMask","TC","chai","chai",1,"",NA
"3756","L19","TC_word_ClearMask_cheap","ClearMask","TC","cheap","cheat",0,"",NA
"3757","L19","TC_word_ClearMask_chip","ClearMask","TC","chip","chip",1,"",NA
"3758","L19","TC_word_ClearMask_dot","ClearMask","TC","dot","dot",1,"",NA
"3759","L19","TC_word_ClearMask_eat","ClearMask","TC","eat","key",0,"",NA
"3760","L19","TC_word_ClearMask_fat","ClearMask","TC","fat","fat",1,"",NA
"3761","L19","TC_word_ClearMask_feet","ClearMask","TC","feet","feet",1,"",NA
"3762","L19","TC_word_ClearMask_fit","ClearMask","TC","fit","fit",1,"",NA
"3763","L19","TC_word_ClearMask_gap","ClearMask","TC","gap","gap",1,"",NA
"3764","L19","TC_word_ClearMask_heat","ClearMask","TC","heat","heat",1,"",NA
"3765","L19","TC_word_ClearMask_hit","ClearMask","TC","hit","hip",0,"",NA
"3766","L19","TC_word_ClearMask_hot","ClearMask","TC","hot","hot",1,"",NA
"3767","L19","TC_word_ClearMask_it","ClearMask","TC","it","it",1,"",NA
"3768","L19","TC_word_ClearMask_keen","ClearMask","TC","keen","keen",1,"",NA
"3769","L19","TC_word_ClearMask_knot","ClearMask","TC","knot","not",1,"",NA
"3770","L19","TC_word_ClearMask_mad","ClearMask","TC","mad","mad",1,"",NA
"3771","L19","TC_word_ClearMask_neat","ClearMask","TC","neat","meet",0,"",NA
"3772","L19","TC_word_ClearMask_pad","ClearMask","TC","pad","hat",0,"",NA
"3773","L19","TC_word_ClearMask_pat","ClearMask","TC","pat","cap",0,"",NA
"3774","L19","TC_word_ClearMask_sheep","ClearMask","TC","sheep","sheet",0,"",NA
"3775","L19","TC_word_ClearMask_ship","ClearMask","TC","ship","ship",1,"",NA
"3776","L19","TC_word_ClearMask_shy","ClearMask","TC","shy","shy",1,"",NA
"3777","L19","TC_word_ClearMask_sigh","ClearMask","TC","sigh","sigh",1,"",NA
"3778","L19","TC_word_ClearMask_sip","ClearMask","TC","sip","sip",1,"",NA
"3779","L19","TC_word_ClearMask_tan","ClearMask","TC","tan","tan",1,"",NA
"3780","L19","TC_word_ClearMask_teen","ClearMask","TC","teen","tea",0,"",NA
"3781","L19","TC_word_ClearMask_ten","ClearMask","TC","ten","ten",1,"",NA
"3782","L19","TC_word_ClearMask_tip","ClearMask","TC","tip","tip",1,"",NA
"3783","L19","TC_word_ClearMask_tot","ClearMask","TC","tot","taught",1,"",NA
"3784","L19","TC_word_ClearMask_vat","ClearMask","TC","vat","bat",0,"",NA
"3785","L19","TC_word_ConvMask_back","ConvMask","TC","back","bat",0,"",NA
"3786","L19","TC_word_ConvMask_bag","ConvMask","TC","bag","bag",1,"bag",1
"3787","L19","TC_word_ConvMask_bat","ConvMask","TC","bat","bat",1,"",NA
"3788","L19","TC_word_ConvMask_beat","ConvMask","TC","beat","eat",0,"",NA
"3789","L19","TC_word_ConvMask_book","ConvMask","TC","book","book",1,"",NA
"3790","L19","TC_word_ConvMask_boot","ConvMask","TC","boot","boot",1,"",NA
"3791","L19","TC_word_ConvMask_cab","ConvMask","TC","cab","cab",1,"",NA
"3792","L19","TC_word_ConvMask_can","ConvMask","TC","can","can",1,"",NA
"3793","L19","TC_word_ConvMask_cap","ConvMask","TC","cap","cap",1,"",NA
"3794","L19","TC_word_ConvMask_chai","ConvMask","TC","chai","chai",1,"",NA
"3795","L19","TC_word_ConvMask_cheap","ConvMask","TC","cheap","sheep",0,"",NA
"3796","L19","TC_word_ConvMask_chip","ConvMask","TC","chip","chip",1,"",NA
"3797","L19","TC_word_ConvMask_dot","ConvMask","TC","dot","dot",1,"",NA
"3798","L19","TC_word_ConvMask_eat","ConvMask","TC","eat","eat",1,"",NA
"3799","L19","TC_word_ConvMask_fat","ConvMask","TC","fat","fat",1,"",NA
"3800","L19","TC_word_ConvMask_feet","ConvMask","TC","feet","heat",0,"",NA
"3801","L19","TC_word_ConvMask_fit","ConvMask","TC","fit","bit",0,"",NA
"3802","L19","TC_word_ConvMask_gap","ConvMask","TC","gap","gap",1,"",NA
"3803","L19","TC_word_ConvMask_heat","ConvMask","TC","heat","heat",1,"",NA
"3804","L19","TC_word_ConvMask_hit","ConvMask","TC","hit","pit",0,"",NA
"3805","L19","TC_word_ConvMask_hot","ConvMask","TC","hot","taught",0,"",NA
"3806","L19","TC_word_ConvMask_it","ConvMask","TC","it","it",1,"",NA
"3807","L19","TC_word_ConvMask_keen","ConvMask","TC","keen","keen",1,"",NA
"3808","L19","TC_word_ConvMask_knot","ConvMask","TC","knot","not",1,"",NA
"3809","L19","TC_word_ConvMask_mad","ConvMask","TC","mad","mad",1,"",NA
"3810","L19","TC_word_ConvMask_neat","ConvMask","TC","neat","meet",0,"",NA
"3811","L19","TC_word_ConvMask_pad","ConvMask","TC","pad","tap",0,"",NA
"3812","L19","TC_word_ConvMask_pat","ConvMask","TC","pat","pat",1,"",NA
"3813","L19","TC_word_ConvMask_sheep","ConvMask","TC","sheep","cheap",0,"",NA
"3814","L19","TC_word_ConvMask_ship","ConvMask","TC","ship","ship",1,"",NA
"3815","L19","TC_word_ConvMask_shy","ConvMask","TC","shy","shy",1,"",NA
"3816","L19","TC_word_ConvMask_sigh","ConvMask","TC","sigh","sod",0,"",NA
"3817","L19","TC_word_ConvMask_sip","ConvMask","TC","sip","sip",1,"",NA
"3818","L19","TC_word_ConvMask_tan","ConvMask","TC","tan","tan",1,"",NA
"3819","L19","TC_word_ConvMask_teen","ConvMask","TC","teen","teen",1,"",NA
"3820","L19","TC_word_ConvMask_ten","ConvMask","TC","ten","ten",1,"",NA
"3821","L19","TC_word_ConvMask_tip","ConvMask","TC","tip","tip",1,"",NA
"3822","L19","TC_word_ConvMask_tot","ConvMask","TC","tot","taught",1,"",NA
"3823","L19","TC_word_ConvMask_vat","ConvMask","TC","vat","that",0,"",NA
"3824","L19","TC_word_ConvNoMask_back","ConvNoMask","TC","back","back",1,"",NA
"3825","L19","TC_word_ConvNoMask_bag","ConvNoMask","TC","bag","bag",1,"",NA
"3826","L19","TC_word_ConvNoMask_bat","ConvNoMask","TC","bat","bat",1,"",NA
"3827","L19","TC_word_ConvNoMask_beat","ConvNoMask","TC","beat","beat",1,"",NA
"3828","L19","TC_word_ConvNoMask_book","ConvNoMask","TC","book","book",1,"",NA
"3829","L19","TC_word_ConvNoMask_boot","ConvNoMask","TC","boot","boot",1,"",NA
"3830","L19","TC_word_ConvNoMask_cab","ConvNoMask","TC","cab","cab",1,"",NA
"3831","L19","TC_word_ConvNoMask_can","ConvNoMask","TC","can","can",1,"",NA
"3832","L19","TC_word_ConvNoMask_cap","ConvNoMask","TC","cap","cap",1,"",NA
"3833","L19","TC_word_ConvNoMask_chai","ConvNoMask","TC","chai","chai",1,"",NA
"3834","L19","TC_word_ConvNoMask_cheap","ConvNoMask","TC","cheap","sheep",0,"",NA
"3835","L19","TC_word_ConvNoMask_chip","ConvNoMask","TC","chip","chip",1,"",NA
"3836","L19","TC_word_ConvNoMask_dot","ConvNoMask","TC","dot","dot",1,"",NA
"3837","L19","TC_word_ConvNoMask_eat","ConvNoMask","TC","eat","eat",1,"",NA
"3838","L19","TC_word_ConvNoMask_fat","ConvNoMask","TC","fat","fat",1,"",NA
"3839","L19","TC_word_ConvNoMask_feet","ConvNoMask","TC","feet","feet",1,"",NA
"3840","L19","TC_word_ConvNoMask_fit","ConvNoMask","TC","fit","fit",1,"",NA
"3841","L19","TC_word_ConvNoMask_gap","ConvNoMask","TC","gap","gap",1,"",NA
"3842","L19","TC_word_ConvNoMask_heat","ConvNoMask","TC","heat","heat",1,"",NA
"3843","L19","TC_word_ConvNoMask_hit","ConvNoMask","TC","hit","pit",0,"",NA
"3844","L19","TC_word_ConvNoMask_hot","ConvNoMask","TC","hot","off",0,"",NA
"3845","L19","TC_word_ConvNoMask_it","ConvNoMask","TC","it","it",1,"",NA
"3846","L19","TC_word_ConvNoMask_keen","ConvNoMask","TC","keen","key",0,"",NA
"3847","L19","TC_word_ConvNoMask_knot","ConvNoMask","TC","knot","not",1,"",NA
"3848","L19","TC_word_ConvNoMask_mad","ConvNoMask","TC","mad","mad",1,"",NA
"3849","L19","TC_word_ConvNoMask_neat","ConvNoMask","TC","neat","meet",0,"",NA
"3850","L19","TC_word_ConvNoMask_pad","ConvNoMask","TC","pad","had",0,"",NA
"3851","L19","TC_word_ConvNoMask_pat","ConvNoMask","TC","pat","tap",0,"",NA
"3852","L19","TC_word_ConvNoMask_sheep","ConvNoMask","TC","sheep","sheet",0,"",NA
"3853","L19","TC_word_ConvNoMask_ship","ConvNoMask","TC","ship","ship",1,"",NA
"3854","L19","TC_word_ConvNoMask_shy","ConvNoMask","TC","shy","shy",1,"",NA
"3855","L19","TC_word_ConvNoMask_sigh","ConvNoMask","TC","sigh","sigh",1,"",NA
"3856","L19","TC_word_ConvNoMask_sip","ConvNoMask","TC","sip","sip",1,"",NA
"3857","L19","TC_word_ConvNoMask_tan","ConvNoMask","TC","tan","tan",1,"",NA
"3858","L19","TC_word_ConvNoMask_teen","ConvNoMask","TC","teen","tea",0,"",NA
"3859","L19","TC_word_ConvNoMask_ten","ConvNoMask","TC","ten","ten",1,"",NA
"3860","L19","TC_word_ConvNoMask_tip","ConvNoMask","TC","tip","tip",1,"",NA
"3861","L19","TC_word_ConvNoMask_tot","ConvNoMask","TC","tot","taught",1,"",NA
"3862","L19","TC_word_ConvNoMask_vat","ConvNoMask","TC","vat","that",0,"",NA
"3863","L2","MaG_word_ClearMask_back","ClearMask","MaG","back","back",1,"",NA
"3864","L2","MaG_word_ClearMask_bag","ClearMask","MaG","bag","bag",1,"",NA
"3865","L2","MaG_word_ClearMask_bat","ClearMask","MaG","bat","bat",1,"",NA
"3866","L2","MaG_word_ClearMask_beat","ClearMask","MaG","beat","feet",0,"",NA
"3867","L2","MaG_word_ClearMask_book","ClearMask","MaG","book","book",1,"",NA
"3868","L2","MaG_word_ClearMask_boot","ClearMask","MaG","boot","boot",1,"",NA
"3869","L2","MaG_word_ClearMask_cab","ClearMask","MaG","cab","cab",1,"",NA
"3870","L2","MaG_word_ClearMask_can","ClearMask","MaG","can","tan",0,"",NA
"3871","L2","MaG_word_ClearMask_cap","ClearMask","MaG","cap","cat",0,"",NA
"3872","L2","MaG_word_ClearMask_chai","ClearMask","MaG","chai","chai",1,"",NA
"3873","L2","MaG_word_ClearMask_cheap","ClearMask","MaG","cheap","cheap",1,"",NA
"3874","L2","MaG_word_ClearMask_chip","ClearMask","MaG","chip","chip",1,"",NA
"3875","L2","MaG_word_ClearMask_dot","ClearMask","MaG","dot","dot",1,"",NA
"3876","L2","MaG_word_ClearMask_eat","ClearMask","MaG","eat","eat",1,"",NA
"3877","L2","MaG_word_ClearMask_fat","ClearMask","MaG","fat","bat",0,"",NA
"3878","L2","MaG_word_ClearMask_feet","ClearMask","MaG","feet","feet",1,"",NA
"3879","L2","MaG_word_ClearMask_fit","ClearMask","MaG","fit","bit",0,"",NA
"3880","L2","MaG_word_ClearMask_gap","ClearMask","MaG","gap","gap",1,"",NA
"3881","L2","MaG_word_ClearMask_heat","ClearMask","MaG","heat","heat",1,"",NA
"3882","L2","MaG_word_ClearMask_hit","ClearMask","MaG","hit","hit",1,"",NA
"3883","L2","MaG_word_ClearMask_hot","ClearMask","MaG","hot","hot",1,"",NA
"3884","L2","MaG_word_ClearMask_it","ClearMask","MaG","it","it",1,"",NA
"3885","L2","MaG_word_ClearMask_keen","ClearMask","MaG","keen","team",0,"",NA
"3886","L2","MaG_word_ClearMask_knot","ClearMask","MaG","knot","not",1,"",NA
"3887","L2","MaG_word_ClearMask_mad","ClearMask","MaG","mad","mad",1,"",NA
"3888","L2","MaG_word_ClearMask_neat","ClearMask","MaG","neat","neat",1,"",NA
"3889","L2","MaG_word_ClearMask_pad","ClearMask","MaG","pad","pad",1,"",NA
"3890","L2","MaG_word_ClearMask_pat","ClearMask","MaG","pat","hat",0,"",NA
"3891","L2","MaG_word_ClearMask_sheep","ClearMask","MaG","sheep","sheep",1,"",NA
"3892","L2","MaG_word_ClearMask_ship","ClearMask","MaG","ship","ship",1,"",NA
"3893","L2","MaG_word_ClearMask_shy","ClearMask","MaG","shy","shy",1,"",NA
"3894","L2","MaG_word_ClearMask_sigh","ClearMask","MaG","sigh","sigh",1,"",NA
"3895","L2","MaG_word_ClearMask_sip","ClearMask","MaG","sip","sift",0,"",NA
"3896","L2","MaG_word_ClearMask_tan","ClearMask","MaG","tan","tan",1,"",NA
"3897","L2","MaG_word_ClearMask_teen","ClearMask","MaG","teen","team",0,"",NA
"3898","L2","MaG_word_ClearMask_ten","ClearMask","MaG","ten","ten",1,"",NA
"3899","L2","MaG_word_ClearMask_tip","ClearMask","MaG","tip","tip",1,"",NA
"3900","L2","MaG_word_ClearMask_tot","ClearMask","MaG","tot","tot",1,"",NA
"3901","L2","MaG_word_ClearMask_vat","ClearMask","MaG","vat","that",0,"",NA
"3902","L2","MaG_word_ConvMask_back","ConvMask","MaG","back","back",1,"",NA
"3903","L2","MaG_word_ConvMask_bag","ConvMask","MaG","bag","bag",1,"",NA
"3904","L2","MaG_word_ConvMask_bat","ConvMask","MaG","bat","bat",1,"",NA
"3905","L2","MaG_word_ConvMask_beat","ConvMask","MaG","beat","feet",0,"",NA
"3906","L2","MaG_word_ConvMask_book","ConvMask","MaG","book","book",1,"",NA
"3907","L2","MaG_word_ConvMask_boot","ConvMask","MaG","boot","boot",1,"",NA
"3908","L2","MaG_word_ConvMask_cab","ConvMask","MaG","cab","cab",1,"",NA
"3909","L2","MaG_word_ConvMask_can","ConvMask","MaG","can","can",1,"",NA
"3910","L2","MaG_word_ConvMask_cap","ConvMask","MaG","cap","cap",1,"",NA
"3911","L2","MaG_word_ConvMask_chai","ConvMask","MaG","chai","chai",1,"",NA
"3912","L2","MaG_word_ConvMask_cheap","ConvMask","MaG","cheap","cheap",1,"",NA
"3913","L2","MaG_word_ConvMask_chip","ConvMask","MaG","chip","chip",1,"",NA
"3914","L2","MaG_word_ConvMask_dot","ConvMask","MaG","dot","dot",1,"",NA
"3915","L2","MaG_word_ConvMask_eat","ConvMask","MaG","eat","eat",1,"",NA
"3916","L2","MaG_word_ConvMask_fat","ConvMask","MaG","fat","bat",0,"",NA
"3917","L2","MaG_word_ConvMask_feet","ConvMask","MaG","feet","feet",1,"",NA
"3918","L2","MaG_word_ConvMask_fit","ConvMask","MaG","fit","bit",0,"",NA
"3919","L2","MaG_word_ConvMask_gap","ConvMask","MaG","gap","gap",1,"",NA
"3920","L2","MaG_word_ConvMask_heat","ConvMask","MaG","heat","eat",0,"",NA
"3921","L2","MaG_word_ConvMask_hit","ConvMask","MaG","hit","hit",1,"",NA
"3922","L2","MaG_word_ConvMask_hot","ConvMask","MaG","hot","hot",1,"",NA
"3923","L2","MaG_word_ConvMask_it","ConvMask","MaG","it","it",1,"",NA
"3924","L2","MaG_word_ConvMask_keen","ConvMask","MaG","keen","keen",1,"",NA
"3925","L2","MaG_word_ConvMask_knot","ConvMask","MaG","knot","not",1,"",NA
"3926","L2","MaG_word_ConvMask_mad","ConvMask","MaG","mad","mad",1,"",NA
"3927","L2","MaG_word_ConvMask_neat","ConvMask","MaG","neat","neat",1,"",NA
"3928","L2","MaG_word_ConvMask_pad","ConvMask","MaG","pad","pad",1,"",NA
"3929","L2","MaG_word_ConvMask_pat","ConvMask","MaG","pat","pat",1,"",NA
"3930","L2","MaG_word_ConvMask_sheep","ConvMask","MaG","sheep","sheep",1,"",NA
"3931","L2","MaG_word_ConvMask_ship","ConvMask","MaG","ship","ship",1,"",NA
"3932","L2","MaG_word_ConvMask_shy","ConvMask","MaG","shy","shy",1,"",NA
"3933","L2","MaG_word_ConvMask_sigh","ConvMask","MaG","sigh","sigh",1,"",NA
"3934","L2","MaG_word_ConvMask_sip","ConvMask","MaG","sip","sip",1,"",NA
"3935","L2","MaG_word_ConvMask_tan","ConvMask","MaG","tan","tan",1,"",NA
"3936","L2","MaG_word_ConvMask_teen","ConvMask","MaG","teen","team",0,"",NA
"3937","L2","MaG_word_ConvMask_ten","ConvMask","MaG","ten","ten",1,"",NA
"3938","L2","MaG_word_ConvMask_tip","ConvMask","MaG","tip","ton",0,"",NA
"3939","L2","MaG_word_ConvMask_tot","ConvMask","MaG","tot","tot",1,"",NA
